country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
France,2003,female,5-14 years,182,3728120,4.88,France2003,0.647,26933747,7224,Boomers
France,2003,female,15-24 years,166,1454398,11.41,France2003,0.647,10507276,7224,Generation X
France,2003,female,25-34 years,114,1077205,10.58,France2003,0.647,7782251,7224,G.I. Generation
France,2003,female,35-54 years,316,1571004,20.11,France2003,0.647,11349694,7224,Generation Z
France,2003,female,55-74 years,63,702444,8.97,France2003,0.647,5074796,7224,Generation X
France,2003,female,75+ years,185,638825,28.96,France2003,0.647,4615181,7224,Millenials
France,2004,male,5-14 years,106,1417341,7.48,France2004,0.649,8787241,6199,Generation X
France,2004,male,15-24 years,1133,4335991,26.13,France2004,0.649,26882308,6199,Silent
France,2004,male,25-34 years,1226,3209448,38.2,France2004,0.649,19897959,6199,Generation Z
France,2004,male,35-54 years,1295,4582599,28.26,France2004,0.649,28411230,6199,Silent
France,2004,male,55-74 years,499,1069624,46.65,France2004,0.649,6631462,6199,Generation X
France,2004,male,75+ years,1205,2864642,42.06,France2004,0.649,17760228,6199,Generation X
France,2004,female,5-14 years,7,591559,1.18,France2004,0.649,3667551,6199,Generation Z
France,2004,female,15-24 years,414,3631517,11.4,France2004,0.649,22514705,6199,Millenials
France,2004,female,25-34 years,157,4096957,3.83,France2004,0.649,25400343,6199,Generation X
France,2004,female,35-54 years,187,1682250,11.12,France2004,0.649,10429625,6199,G.I. Generation
France,2004,female,55-74 years,852,2875543,29.63,France2004,0.649,17827812,6199,Silent
France,2004,female,75+ years,1280,4452387,28.75,France2004,0.649,27603941,6199,Millenials
France,2005,male,5-14 years,138,1578661,8.74,France2005,0.651,11250520,7126,Generation Z
France,2005,male,15-24 years,32,474162,6.75,France2005,0.651,3379173,7126,Millenials
France,2005,male,25-34 years,332,863001,38.47,France2005,0.651,6150282,7126,Boomers
France,2005,male,35-54 years,748,1911542,39.13,France2005,0.651,13622837,7126,Silent
France,2005,male,55-74 years,2048,3466301,59.08,France2005,0.651,24703017,7126,Millenials
France,2005,male,75+ years,1372,4685810,29.28,France2005,0.651,33393997,7126,Generation X
France,2005,female,5-14 years,23,929053,2.48,France2005,0.651,6621009,7126,Millenials
France,2005,female,15-24 years,604,3424202,17.64,France2005,0.651,24402994,7126,Silent
France,2005,female,25-34 years,385,3685334,10.45,France2005,0.651,26263983,7126,G.I. Generation
France,2005,female,35-54 years,742,3297049,22.5,France2005,0.651,23496822,7126,G.I. Generation
France,2005,female,55-74 years,59,232710,25.35,France2005,0.651,1658436,7126,Generation X
France,2005,female,75+ years,760,1977114,38.44,France2005,0.651,14090144,7126,Generation Z
France,2006,male,5-14 years,242,4790201,5.05,France2006,0.653,31180714,6509,Generation X
France,2006,male,15-24 years,652,4535590,14.38,France2006,0.653,29523382,6509,Silent
France,2006,male,25-34 years,724,1721324,42.06,France2006,0.653,11204563,6509,Millenials
France,2006,male,35-54 years,2172,4321750,50.26,France2006,0.653,28131440,6509,Generation X
France,2006,male,55-74 years,645,4576729,14.09,France2006,0.653,29791167,6509,Generation Z
France,2006,male,75+ years,722,1791760,40.3,France2006,0.653,11663050,6509,Silent
France,2006,female,5-14 years,33,1369141,2.41,France2006,0.653,8912109,6509,G.I. Generation
France,2006,female,15-24 years,277,4334806,6.39,France2006,0.653,28216425,6509,Millenials
France,2006,female,25-34 years,368,3476732,10.58,France2006,0.653,22630989,6509,G.I. Generation
France,2006,female,35-54 years,696,4739598,14.68,France2006,0.653,30851325,6509,Generation X
France,2006,female,55-74 years,995,4935502,20.16,France2006,0.653,32126518,6509,Generation Z
France,2006,female,75+ years,462,1411110,32.74,France2006,0.653,9185296,6509,G.I. Generation
France,2007,male,5-14 years,25,1245020,2.01,France2007,0.655,9616992,7724,G.I. Generation
France,2007,male,15-24 years,801,4214922,19.0,France2007,0.655,32557609,7724,Boomers
France,2007,male,25-34 years,506,2973574,17.02,France2007,0.655,22968980,7724,Millenials
France,2007,male,35-54 years,2818,4909959,57.39,France2007,0.655,37926330,7724,G.I. Generation
France,2007,male,55-74 years,1943,4226498,45.97,France2007,0.655,32647026,7724,Generation X
France,2007,male,75+ years,286,1660360,17.23,France2007,0.655,12825231,7724,Generation Z
France,2007,female,5-14 years,63,4454625,1.41,France2007,0.655,34409163,7724,Silent
France,2007,female,15-24 years,234,3230604,7.24,France2007,0.655,24954374,7724,Millenials
France,2007,female,25-34 years,344,1631707,21.08,France2007,0.655,12603905,7724,Generation Z
France,2007,female,35-54 years,385,4575270,8.41,France2007,0.655,35341069,7724,Boomers
France,2007,female,55-74 years,240,2732305,8.78,France2007,0.655,21105329,7724,Millenials
France,2007,female,75+ years,33,359686,9.17,France2007,0.655,2778347,7724,Generation Z
France,2008,male,5-14 years,33,1399869,2.36,France2008,0.657,11049699,7893,Generation Z
France,2008,male,15-24 years,432,2192699,19.7,France2008,0.657,17307808,7893,G.I. Generation
France,2008,male,25-34 years,1842,4496271,40.97,France2008,0.657,35490779,7893,G.I. Generation
France,2008,male,35-54 years,474,2398537,19.76,France2008,0.657,18932565,7893,Millenials
France,2008,male,55-74 years,1453,3371832,43.09,France2008,0.657,26615154,7893,Generation X
France,2008,male,75+ years,1358,2289258,59.32,France2008,0.657,18069985,7893,Generation X
France,2008,female,5-14 years,136,2939655,4.63,France2008,0.657,23203816,7893,Silent
France,2008,female,15-24 years,47,201089,23.37,France2008,0.657,1587272,7893,Generation Z
France,2008,female,25-34 years,975,4146694,23.51,France2008,0.657,32731434,7893,Generation X
France,2008,female,35-54 years,1088,3675340,29.6,France2008,0.657,29010858,7893,Boomers
France,2008,female,55-74 years,404,2659485,15.19,France2008,0.657,20992327,7893,Generation X
France,2008,female,75+ years,274,3649846,7.51,France2008,0.657,28809624,7893,Generation Z
France,2009,male,5-14 years,112,1316655,8.51,France2009,0.659,8885393,6748,Generation X
France,2009,male,15-24 years,579,2080692,27.83,France2009,0.659,14041466,6748,Millenials
France,2009,male,25-34 years,1482,3495266,42.4,France2009,0.659,23587661,6748,Silent
France,2009,male,35-54 years,324,4356971,7.44,France2009,0.659,29402843,6748,Silent
France,2009,male,55-74 years,176,380949,46.2,France2009,0.659,2570818,6748,Generation Z
France,2009,male,75+ years,673,1393303,48.3,France2009,0.659,9402649,6748,Boomers
France,2009,female,5-14 years,117,4342027,2.69,France2009,0.659,29301994,6748,Generation X
France,2009,female,15-24 years,22,233514,9.42,France2009,0.659,1575859,6748,G.I. Generation
France,2009,female,25-34 years,59,287720,20.51,France2009,0.659,1941666,6748,Generation X
France,2009,female,35-54 years,378,4766704,7.93,France2009,0.659,32167909,6748,G.I. Generation
France,2009,female,55-74 years,130,2255144,5.76,France2009,0.659,15218748,6748,Generation Z
France,2009,female,75+ years,883,2008961,43.95,France2009,0.659,13557392,6748,Millenials
France,2010,male,5-14 years,267,2777798,9.61,France2010,0.661,21667356,7800,Silent
France,2010,male,15-24 years,208,1628721,12.77,France2010,0.661,12704335,7800,Generation X
France,2010,male,25-34 years,1883,4252711,44.28,France2010,0.661,33171960,7800,G.I. Generation
France,2010,male,35-54 years,140,1766154,7.93,France2010,0.661,13776339,7800,Generation X
France,2010,male,55-74 years,1237,4142000,29.86,France2010,0.661,32308393,7800,G.I. Generation
France,2010,male,75+ years,1113,2487327,44.75,France2010,0.661,19401627,7800,G.I. Generation
France,2010,female,5-14 years,42,4298925,0.98,France2010,0.661,33532438,7800,Generation X
France,2010,female,15-24 years,429,4214820,10.18,France2010,0.661,32876403,7800,G.I. Generation
France,2010,female,25-34 years,331,4463318,7.42,France2010,0.661,34814735,7800,Silent
France,2010,female,35-54 years,309,2009858,15.37,France2010,0.661,15677277,7800,G.I. Generation
France,2010,female,55-74 years,380,3564489,10.66,France2010,0.661,27803696,7800,Boomers
France,2010,female,75+ years,1394,4022914,34.65,France2010,0.661,31379499,7800,Generation Z
France,2011,male,5-14 years,185,2127188,8.7,France2011,0.663,14874692,6992,Generation X
France,2011,male,15-24 years,60,391094,15.34,France2011,0.663,2734785,6992,Boomers
France,2011,male,25-34 years,1767,4854156,36.4,France2011,0.663,33943440,6992,G.I. Generation
France,2011,male,35-54 years,666,4749342,14.02,France2011,0.663,33210512,6992,Generation X
France,2011,male,55-74 years,1044,2639080,39.56,France2011,0.663,18454177,6992,Millenials
France,2011,male,75+ years,739,1844437,40.07,France2011,0.663,12897512,6992,Silent
France,2011,female,5-14 years,114,2361355,4.83,France2011,0.663,16512141,6992,Silent
France,2011,female,15-24 years,495,3202080,15.46,France2011,0.663,22391042,6992,Generation X
France,2011,female,25-34 years,662,2896946,22.85,France2011,0.663,20257345,6992,Silent
France,2011,female,35-54 years,215,912832,23.55,France2011,0.663,6383119,6992,Generation Z
France,2011,female,55-74 years,299,1360823,21.97,France2011,0.663,9515766,6992,Silent
France,2011,female,75+ years,1203,2909097,41.35,France2011,0.663,20342312,6992,Generation Z
France,2012,male,5-14 years,84,1179620,7.12,France2012,0.665,9665161,8193,Silent
France,2012,male,15-24 years,402,2015477,19.95,France2012,0.665,16513717,8193,Generation X
France,2012,male,25-34 years,234,3482576,6.72,France2012,0.665,28534324,8193,Generation X
France,2012,male,35-54 years,1599,4297541,37.21,France2012,0.665,35211702,8193,Millenials
France,2012,male,55-74 years,202,2056674,9.82,France2012,0.665,16851262,8193,Generation X
France,2012,male,75+ years,317,630845,50.25,France2012,0.665,5168799,8193,Generation X
France,2012,female,5-14 years,80,1378643,5.8,France2012,0.665,11295847,8193,Generation X
France,2012,female,15-24 years,187,976133,19.16,France2012,0.665,7997900,8193,G.I. Generation
France,2012,female,25-34 years,173,1353053,12.79,France2012,0.665,11086176,8193,Silent
France,2012,female,35-54 years,227,2765884,8.21,France2012,0.665,22662141,8193,Millenials
France,2012,female,55-74 years,396,3076990,12.87,France2012,0.665,25211174,8193,Millenials
France,2012,female,75+ years,814,1826352,44.57,France2012,0.665,14964130,8193,G.I. Generation
France,2013,male,5-14 years,101,1707410,5.92,France2013,0.667,12160674,7122,G.I. Generation
France,2013,male,15-24 years,131,618124,21.19,France2013,0.667,4402460,7122,Generation Z
France,2013,male,25-34 years,1078,4815443,22.39,France2013,0.667,34296996,7122,Silent
France,2013,male,35-54 years,1336,4602658,29.03,France2013,0.667,32781479,7122,Boomers
France,2013,male,55-74 years,1006,4096672,24.56,France2013,0.667,29177698,7122,Silent
France,2013,male,75+ years,1272,1943625,65.44,France2013,0.667,13843066,7122,Generation Z
France,2013,female,5-14 years,265,3759810,7.05,France2013,0.667,26778468,7122,Generation Z
France,2013,female,15-24 years,59,2340586,2.52,France2013,0.667,16670339,7122,Silent
France,2013,female,25-34 years,456,3000423,15.2,France2013,0.667,21369891,7122,Boomers
France,2013,female,35-54 years,282,1094815,25.76,France2013,0.667,7797593,7122,Silent
France,2013,female,55-74 years,508,3062882,16.59,France2013,0.667,21814743,7122,Boomers
France,2013,female,75+ years,554,1236950,44.79,France2013,0.667,8809920,7122,G.I. Generation
France,2014,male,5-14 years,221,4066890,5.43,France2014,0.669,33034561,8122,Generation X
France,2014,male,15-24 years,433,3594938,12.04,France2014,0.669,29200986,8122,Silent
France,2014,male,25-34 years,476,2652659,17.94,France2014,0.669,21547036,8122,Silent
France,2014,male,35-54 years,902,4890962,18.44,France2014,0.669,39728338,8122,Generation Z
France,2014,male,55-74 years,456,864167,52.77,France2014,0.669,7019461,8122,Generation Z
France,2014,male,75+ years,1772,3081206,57.51,France2014,0.669,25028040,8122,Boomers
France,2014,female,5-14 years,76,2207797,3.44,France2014,0.669,17933508,8122,Generation Z
France,2014,female,15-24 years,91,528515,17.22,France2014,0.669,4293025,8122,Boomers
France,2014,female,25-34 years,716,4242112,16.88,France2014,0.669,34457855,8122,G.I. Generation
France,2014,female,35-54 years,440,1832021,24.02,France2014,0.669,14881152,8122,G.I. Generation
France,2014,female,55-74 years,531,3465845,15.32,France2014,0.669,28152388,8122,Millenials
France,2014,female,75+ years,951,3591699,26.48,France2014,0.669,29174676,8122,Millenials
France,2015,male,5-14 years,284,2686770,10.57,France2015,0.671,20748990,7722,Generation Z
France,2015,male,15-24 years,1070,4318087,24.78,France2015,0.671,33347084,7722,Generation Z
France,2015,male,25-34 years,416,1472390,28.25,France2015,0.671,11370756,7722,Generation Z
France,2015,male,35-54 years,1015,2754669,36.85,France2015,0.671,21273351,7722,G.I. Generation
France,2015,male,55-74 years,598,1653320,36.17,France2015,0.671,12768015,7722,Boomers
France,2015,male,75+ years,568,1038031,54.72,France2015,0.671,8016352,7722,Generation X
France,2015,female,5-14 years,323,4855130,6.65,France2015,0.671,37494481,7722,Generation X
France,2015,female,15-24 years,216,3661435,5.9,France2015,0.671,28275989,7722,G.I. Generation
France,2015,female,25-34 years,568,3192221,17.79,France2015,0.671,24652413,7722,Silent
France,2015,female,35-54 years,297,1805324,16.45,France2015,0.671,13941889,7722,Boomers
France,2015,female,55-74 years,411,1435899,28.62,France2015,0.671,11088948,7722,Millenials
France,2015,female,75+ years,656,3359875,19.52,France2015,0.671,25947146,7722,Millenials
South Africa,2000,male,5-14 years,100,2061604,4.85,South Africa2000,0.624,26334967,12774,Generation Z
South Africa,2000,male,15-24 years,68,376222,18.07,South Africa2000,0.624,4805866,12774,Generation Z
South Africa,2000,male,25-34 years,75,257614,29.11,South Africa2000,0.624,3290765,12774,G.I. Generation
South Africa,2000,male,35-54 years,311,609934,50.99,South Africa2000,0.624,7791308,12774,Millenials
South Africa,2000,male,55-74 years,481,1550482,31.02,South Africa2000,0.624,19805885,12774,Silent
South Africa,2000,male,75+ years,92,559500,16.44,South Africa2000,0.624,7147063,12774,Silent
South Africa,2000,female,5-14 years,53,1135799,4.67,South Africa2000,0.624,14508717,12774,Silent
South Africa,2000,female,15-24 years,122,2968678,4.11,South Africa2000,0.624,37921947,12774,Boomers
South Africa,2000,female,25-34 years,306,2239776,13.66,South Africa2000,0.624,28610939,12774,Generation X
South Africa,2000,female,35-54 years,469,4251168,11.03,South Africa2000,0.624,54304498,12774,Silent
South Africa,2000,female,55-74 years,975,3160220,30.85,South Africa2000,0.624,40368708,12774,Silent
South Africa,2000,female,75+ years,255,1795648,14.2,South Africa2000,0.624,22937640,12774,Boomers
South Africa,2001,male,5-14 years,292,2140359,13.64,South Africa2001,0.626,24464542,11430,Silent
South Africa,2001,male,15-24 years,1098,4352341,25.23,South Africa2001,0.626,49747743,11430,Boomers
South Africa,2001,male,25-34 years,1244,4271271,29.12,South Africa2001,0.626,48821104,11430,Silent
South Africa,2001,male,35-54 years,681,3837327,17.75,South Africa2001,0.626,43861076,11430,Silent
South Africa,2001,male,55-74 years,179,469876,38.1,South Africa2001,0.626,5370735,11430,Millenials
South Africa,2001,male,75+ years,109,990076,11.01,South Africa2001,0.626,11316679,11430,G.I. Generation
South Africa,2001,female,5-14 years,198,4289832,4.62,South Africa2001,0.626,49033259,11430,Boomers
South Africa,2001,female,15-24 years,803,4549920,17.65,South Africa2001,0.626,52006093,11430,Millenials
South Africa,2001,female,25-34 years,173,3095422,5.59,South Africa2001,0.626,35381019,11430,Silent
South Africa,2001,female,35-54 years,481,4284569,11.23,South Africa2001,0.626,48973102,11430,Generation Z
South Africa,2001,female,55-74 years,800,3878466,20.63,South Africa2001,0.626,44331299,11430,Millenials
South Africa,2001,female,75+ years,326,1121386,29.07,South Africa2001,0.626,12817567,11430,Generation Z
South Africa,2002,male,5-14 years,142,1168615,12.15,South Africa2002,0.628,13844796,11847,G.I. Generation
South Africa,2002,male,15-24 years,184,1644638,11.19,South Africa2002,0.628,19484327,11847,Generation X
South Africa,2002,male,25-34 years,456,1203377,37.89,South Africa2002,0.628,14256627,11847,Millenials
South Africa,2002,male,35-54 years,410,2361328,17.36,South Africa2002,0.628,27975085,11847,Millenials
South Africa,2002,male,55-74 years,164,825695,19.86,South Africa2002,0.628,9782159,11847,Boomers
South Africa,2002,male,75+ years,2215,4225322,52.42,South Africa2002,0.628,50058163,11847,Boomers
South Africa,2002,female,5-14 years,169,2339962,7.22,South Africa2002,0.628,27721958,11847,Boomers
South Africa,2002,female,15-24 years,295,2625753,11.23,South Africa2002,0.628,31107776,11847,Boomers
South Africa,2002,female,25-34 years,320,4181915,7.65,South Africa2002,0.628,49543913,11847,Millenials
South Africa,2002,female,35-54 years,469,2337315,20.07,South Africa2002,0.628,27690599,11847,G.I. Generation
South Africa,2002,female,55-74 years,596,4703269,12.67,South Africa2002,0.628,55720489,11847,Generation X
South Africa,2002,female,75+ years,1361,3873518,35.14,South Africa2002,0.628,45890277,11847,Generation X
South Africa,2003,male,5-14 years,85,1689474,5.03,South Africa2003,0.63,20086109,11888,Silent
South Africa,2003,male,15-24 years,622,1661554,37.43,South Africa2003,0.63,19754169,11888,Boomers
South Africa,2003,male,25-34 years,1089,4887764,22.28,South Africa2003,0.63,58110491,11888,G.I. Generation
South Africa,2003,male,35-54 years,1620,3273827,49.48,South Africa2003,0.63,38922439,11888,Generation Z
South Africa,2003,male,55-74 years,336,1250104,26.88,South Africa2003,0.63,14862452,11888,Boomers
South Africa,2003,male,75+ years,368,2548290,14.44,South Africa2003,0.63,30296549,11888,Boomers
South Africa,2003,female,5-14 years,15,1295990,1.16,South Africa2003,0.63,15407989,11888,Silent
South Africa,2003,female,15-24 years,264,1972899,13.38,South Africa2003,0.63,23455742,11888,G.I. Generation
South Africa,2003,female,25-34 years,95,475480,19.98,South Africa2003,0.63,5652968,11888,Silent
South Africa,2003,female,35-54 years,680,3069478,22.15,South Africa2003,0.63,36492939,11888,Generation X
South Africa,2003,female,55-74 years,334,1555106,21.48,South Africa2003,0.63,18488612,11888,Generation X
South Africa,2003,female,75+ years,856,3520256,24.32,South Africa2003,0.63,41852226,11888,G.I. Generation
South Africa,2004,male,5-14 years,259,4312809,6.01,South Africa2004,0.632,55319117,12826,Generation X
South Africa,2004,male,15-24 years,1255,4029462,31.15,South Africa2004,0.632,51684709,12826,Generation Z
South Africa,2004,male,25-34 years,946,2053044,46.08,South Africa2004,0.632,26333784,12826,Generation Z
South Africa,2004,male,35-54 years,2187,4345477,50.33,South Africa2004,0.632,55738140,12826,Boomers
South Africa,2004,male,55-74 years,954,2838642,33.61,South Africa2004,0.632,36410416,12826,Silent
South Africa,2004,male,75+ years,1422,4167030,34.13,South Africa2004,0.632,53449253,12826,Boomers
South Africa,2004,female,5-14 years,60,1694633,3.54,South Africa2004,0.632,21736553,12826,Millenials
South Africa,2004,female,15-24 years,330,4317717,7.64,South Africa2004,0.632,55382070,12826,Generation Z
South Africa,2004,female,25-34 years,652,2663311,24.48,South Africa2004,0.632,34161497,12826,Boomers
South Africa,2004,female,35-54 years,104,1291911,8.05,South Africa2004,0.632,16570957,12826,Silent
South Africa,2004,female,55-74 years,192,4138614,4.64,South Africa2004,0.632,53084769,12826,Generation X
South Africa,2004,female,75+ years,400,1059986,37.74,South Africa2004,0.632,13596124,12826,Generation Z
South Africa,2005,male,5-14 years,211,3586953,5.88,South Africa2005,0.634,45341238,12640,Generation X
South Africa,2005,male,15-24 years,128,1552760,8.24,South Africa2005,0.634,19627818,12640,Generation X
South Africa,2005,male,25-34 years,22,425880,5.17,South Africa2005,0.634,5383378,12640,Boomers
South Africa,2005,male,35-54 years,651,3108304,20.94,South Africa2005,0.634,39290828,12640,Boomers
South Africa,2005,male,55-74 years,396,2897289,13.67,South Africa2005,0.634,36623471,12640,Generation Z
South Africa,2005,male,75+ years,907,2277631,39.82,South Africa2005,0.634,28790622,12640,Silent
South Africa,2005,female,5-14 years,203,2646350,7.67,South Africa2005,0.634,33451452,12640,G.I. Generation
South Africa,2005,female,15-24 years,786,3152334,24.93,South Africa2005,0.634,39847393,12640,Boomers
South Africa,2005,female,25-34 years,282,2373559,11.88,South Africa2005,0.634,30003210,12640,Millenials
South Africa,2005,female,35-54 years,325,2983181,10.89,South Africa2005,0.634,37709198,12640,Generation X
South Africa,2005,female,55-74 years,325,4994206,6.51,South Africa2005,0.634,63129761,12640,Generation X
South Africa,2005,female,75+ years,717,2348248,30.53,South Africa2005,0.634,29683264,12640,Millenials
South Africa,2006,male,5-14 years,37,1718994,2.15,South Africa2006,0.636,21699697,12623,Generation Z
South Africa,2006,male,15-24 years,471,1807415,26.06,South Africa2006,0.636,22815878,12623,Generation X
South Africa,2006,male,25-34 years,1426,3201037,44.55,South Africa2006,0.636,40408246,12623,Generation Z
South Africa,2006,male,35-54 years,496,974948,50.87,South Africa2006,0.636,12307242,12623,Generation X
South Africa,2006,male,55-74 years,120,315397,38.05,South Africa2006,0.636,3981409,12623,G.I. Generation
South Africa,2006,male,75+ years,2304,3719169,61.95,South Africa2006,0.636,46948878,12623,G.I. Generation
South Africa,2006,female,5-14 years,75,1336233,5.61,South Africa2006,0.636,16867918,12623,Boomers
South Africa,2006,female,15-24 years,957,4891791,19.56,South Africa2006,0.636,61751456,12623,Millenials
South Africa,2006,female,25-34 years,229,1290853,17.74,South Africa2006,0.636,16295065,12623,Silent
South Africa,2006,female,35-54 years,124,634685,19.54,South Africa2006,0.636,8011937,12623,Generation Z
South Africa,2006,female,55-74 years,377,3906329,9.65,South Africa2006,0.636,49311490,12623,Boomers
South Africa,2006,female,75+ years,79,1350299,5.85,South Africa2006,0.636,17045480,12623,G.I. Generation
South Africa,2007,male,5-14 years,164,1841933,8.9,South Africa2007,0.638,25246817,13706,Generation X
South Africa,2007,male,15-24 years,384,3802872,10.1,South Africa2007,0.638,52124815,13706,Generation Z
South Africa,2007,male,25-34 years,307,1073903,28.59,South Africa2007,0.638,14719663,13706,G.I. Generation
South Africa,2007,male,35-54 years,1493,3593390,41.55,South Africa2007,0.638,49253508,13706,Silent
South Africa,2007,male,55-74 years,1803,4366302,41.29,South Africa2007,0.638,59847579,13706,Boomers
South Africa,2007,male,75+ years,219,643757,34.02,South Africa2007,0.638,8823782,13706,G.I. Generation
South Africa,2007,female,5-14 years,65,3647206,1.78,South Africa2007,0.638,49991148,13706,Silent
South Africa,2007,female,15-24 years,154,1388631,11.09,South Africa2007,0.638,19033544,13706,Boomers
South Africa,2007,female,25-34 years,375,1750350,21.42,South Africa2007,0.638,23991517,13706,Generation Z
South Africa,2007,female,35-54 years,449,3501292,12.82,South Africa2007,0.638,47991149,13706,Generation Z
South Africa,2007,female,55-74 years,192,710776,27.01,South Africa2007,0.638,9742391,13706,Generation X
South Africa,2007,female,75+ years,189,429986,43.95,South Africa2007,0.638,5893687,13706,Silent
South Africa,2008,male,5-14 years,275,4879540,5.64,South Africa2008,0.64,64476072,13213,Generation Z
South Africa,2008,male,15-24 years,921,3276919,28.11,South Africa2008,0.64,43299751,13213,Generation X
South Africa,2008,male,25-34 years,874,3636726,24.03,South Africa2008,0.64,48054081,13213,Silent
South Africa,2008,male,35-54 years,186,507654,36.64,South Africa2008,0.64,6707914,13213,Generation Z
South Africa,2008,male,55-74 years,1027,2098007,48.95,South Africa2008,0.64,27722132,13213,Millenials
South Africa,2008,male,75+ years,435,2409579,18.05,South Africa2008,0.64,31839105,13213,Silent
South Africa,2008,female,5-14 years,10,771302,1.3,South Africa2008,0.64,10191641,13213,Generation X
South Africa,2008,female,15-24 years,364,3177127,11.46,South Africa2008,0.64,41981144,13213,Generation X
South Africa,2008,female,25-34 years,354,1501482,23.58,South Africa2008,0.64,19839915,13213,Generation X
South Africa,2008,female,35-54 years,171,1243774,13.75,South Africa2008,0.64,16434676,13213,Boomers
South Africa,2008,female,55-74 years,784,4383612,17.88,South Africa2008,0.64,57923100,13213,Millenials
South Africa,2008,female,75+ years,80,526579,15.19,South Africa2008,0.64,6957980,13213,Boomers
South Africa,2009,male,5-14 years,47,639140,7.35,South Africa2009,0.642,8810203,13784,Generation Z
South Africa,2009,male,15-24 years,410,3498724,11.72,South Africa2009,0.642,48228042,13784,Generation X
South Africa,2009,male,25-34 years,1564,4966128,31.49,South Africa2009,0.642,68455422,13784,Boomers
South Africa,2009,male,35-54 years,1343,3528212,38.06,South Africa2009,0.642,48634518,13784,G.I. Generation
South Africa,2009,male,55-74 years,540,1610800,33.52,South Africa2009,0.642,22204017,13784,Boomers
South Africa,2009,male,75+ years,408,4288593,9.51,South Africa2009,0.642,59115964,13784,Millenials
South Africa,2009,female,5-14 years,187,3126473,5.98,South Africa2009,0.642,43096760,13784,Generation Z
South Africa,2009,female,15-24 years,235,2927689,8.03,South Africa2009,0.642,40356629,13784,Millenials
South Africa,2009,female,25-34 years,485,2687742,18.04,South Africa2009,0.642,37049088,13784,Silent
South Africa,2009,female,35-54 years,496,3232267,15.35,South Africa2009,0.642,44555074,13784,G.I. Generation
South Africa,2009,female,55-74 years,394,2356487,16.72,South Africa2009,0.642,32482914,13784,Boomers
South Africa,2009,female,75+ years,254,1749487,14.52,South Africa2009,0.642,24115744,13784,Generation X
South Africa,2010,male,5-14 years,48,985058,4.87,South Africa2010,0.644,13872599,14083,Generation Z
South Africa,2010,male,15-24 years,987,4078195,24.2,South Africa2010,0.644,57433336,14083,Boomers
South Africa,2010,male,25-34 years,105,386033,27.2,South Africa2010,0.644,5436513,14083,Generation X
South Africa,2010,male,35-54 years,594,2400144,24.75,South Africa2010,0.644,33801296,14083,Generation Z
South Africa,2010,male,55-74 years,322,609288,52.85,South Africa2010,0.644,8580620,14083,Silent
South Africa,2010,male,75+ years,600,1472543,40.75,South Africa2010,0.644,20737865,14083,Generation X
South Africa,2010,female,5-14 years,32,695439,4.6,South Africa2010,0.644,9793887,14083,Silent
South Africa,2010,female,15-24 years,275,2735308,10.05,South Africa2010,0.644,38521420,14083,Boomers
South Africa,2010,female,25-34 years,1070,4366398,24.51,South Africa2010,0.644,61492107,14083,G.I. Generation
South Africa,2010,female,35-54 years,330,1715568,19.24,South Africa2010,0.644,24160393,14083,Silent
South Africa,2010,female,55-74 years,384,4517180,8.5,South Africa2010,0.644,63615575,14083,Boomers
South Africa,2010,female,75+ years,1232,3129805,39.36,South Africa2010,0.644,44077133,14083,G.I. Generation
South Africa,2011,male,5-14 years,116,1520474,7.63,South Africa2011,0.646,23003630,15129,Boomers
South Africa,2011,male,15-24 years,740,2427202,30.49,South Africa2011,0.646,36721745,15129,G.I. Generation
South Africa,2011,male,25-34 years,111,318293,34.87,South Africa2011,0.646,4815534,15129,Millenials
South Africa,2011,male,35-54 years,386,2157900,17.89,South Africa2011,0.646,32647408,15129,Boomers
South Africa,2011,male,55-74 years,1813,4144828,43.74,South Africa2011,0.646,62708138,15129,G.I. Generation
South Africa,2011,male,75+ years,723,2788117,25.93,South Africa2011,0.646,42182118,15129,G.I. Generation
South Africa,2011,female,5-14 years,25,2307827,1.08,South Africa2011,0.646,34915691,15129,Silent
South Africa,2011,female,15-24 years,82,508345,16.13,South Africa2011,0.646,7690878,15129,Generation X
South Africa,2011,female,25-34 years,385,2249094,17.12,South Africa2011,0.646,34027104,15129,Silent
South Africa,2011,female,35-54 years,272,1520816,17.89,South Africa2011,0.646,23008805,15129,Generation Z
South Africa,2011,female,55-74 years,1800,4586606,39.24,South Africa2011,0.646,69391907,15129,Silent
South Africa,2011,female,75+ years,1127,3476056,32.42,South Africa2011,0.646,52590119,15129,Boomers
South Africa,2012,male,5-14 years,131,1846648,7.09,South Africa2012,0.648,24714871,13383,Millenials
South Africa,2012,male,15-24 years,279,870523,32.05,South Africa2012,0.648,11650766,13383,G.I. Generation
South Africa,2012,male,25-34 years,200,569452,35.12,South Africa2012,0.648,7621340,13383,Silent
South Africa,2012,male,35-54 years,433,2949250,14.68,South Africa2012,0.648,39471698,13383,Generation X
South Africa,2012,male,55-74 years,414,2842739,14.56,South Africa2012,0.648,38046194,13383,G.I. Generation
South Africa,2012,male,75+ years,339,3229037,10.5,South Africa2012,0.648,43216267,13383,Silent
